,budget,genres,id,imdb_id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,gross_profit,ROI (%)
6390,30000000,"['Drama', 'History', 'Thriller']",453201,tt6802308,9.793,2018-02-02,57076286,94.0,The 15:17 to Paris,5.3,964,27076286.0,90.25428666666667
6392,95000000,"['Adventure', 'Fantasy']",68737,tt1121096,26.008000000000003,2014-12-12,114178613,102.0,Seventh Son,5.3,1699,19178613.0,20.188013684210524
6394,26000000,"['Action', 'Adventure', 'Comedy', 'Family']",14560,tt1114740,9.97,2009-01-15,183293131,91.0,Paul Blart: Mall Cop,5.3,1533,157293131.0,604.9735807692308
6395,60000000,"['Animation', 'Comedy', 'Family']",9513,tt0455499,12.815,2006-06-15,141702264,86.0,Garfield: A Tail of Two Kitties,5.3,1216,81702264.0,136.17044
6396,5000000,"['Mystery', 'Horror', 'Thriller']",1977,tt1053859,8.822000000000001,2009-05-12,38610009,90.0,The Grudge 3,5.3,333,33610009.0,672.20018
6399,80000000,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",11618,tt0171363,9.774,1999-07-23,91188905,113.0,The Haunting,5.3,771,11188905.0,13.98613125
6400,80000000,"['Family', 'Animation']",9904,tt0405469,11.227,2006-03-06,37384046,94.0,The Wild,5.3,574,-42615954.0,-53.2699425
6402,176000003,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",76757,tt1617661,27.15,2015-02-04,183987723,124.0,Jupiter Ascending,5.3,4798,7987720.0,4.538477195366866
6410,35000000,"['Action', 'Crime', 'Thriller']",127493,tt1656186,11.936,2012-09-06,2106557,96.0,Stolen,5.3,629,-32893443.0,-93.98126571428571
6412,18000000,"['Comedy', 'Romance']",19840,tt1032815,7.132000000000001,2009-07-10,15345201,102.0,"I Love You, Beth Cooper",5.3,432,-2654799.0,-14.748883333333335
6413,5000000,"['Action', 'Adventure', 'Horror', 'Thriller']",171424,tt2403021,10.998,2014-09-04,6833445,100.0,The Green Inferno,5.3,714,1833445.0,36.6689
6415,2000000,"['Horror', 'Mystery']",92182,tt1767382,6.638999999999999,2011-01-21,13101672,85.0,Silent House,5.3,209,11101672.0,555.0836
6416,100000000,"['Action', 'Crime', 'Fantasy']",414,tt0112462,14.979000000000001,1995-06-16,336529144,121.0,Batman Forever,5.3,3147,236529144.0,236.529144
6417,28000000,"['Music', 'Action', 'Comedy', 'Crime']",11568,tt0118747,7.042000000000001,1998-02-05,14051384,123.0,Blues Brothers 2000,5.3,350,-13948616.0,-49.81648571428571
6418,40000000,['Comedy'],225886,tt1956620,21.035999999999998,2014-07-17,126069509,97.0,Sex Tape,5.3,2951,86069509.0,215.17377249999998
6419,58000000,['Comedy'],24438,tt1314228,10.062999999999999,2009-12-17,85280250,103.0,Did You Hear About the Morgans?,5.3,609,27280250.0,47.03491379310345
6420,20000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Music']",11335,tt0081353,10.1,1980-12-12,49823037,114.0,Popeye,5.3,317,29823037.0,149.115185
6421,35000000,"['Comedy', 'Romance', 'Drama']",14846,tt0361841,6.867000000000001,2004-08-06,22034832,111.0,Little Black Book,5.3,229,-12965168.0,-37.04333714285714
6425,1500000,"['Horror', 'Thriller']",104755,tt1731697,8.902000000000001,2012-09-10,1165882,101.0,The Lords of Salem,5.3,515,-334118.0,-22.27453333333333
6427,250000,"['Drama', 'Thriller', 'Action', 'Science Fiction']",347882,tt4573516,3.3080000000000003,2017-04-28,3914430,89.0,Sleight,5.3,394,3664430.0,1465.772
6429,3000000,"['Comedy', 'Family', 'Drama']",20737,tt0118570,8.863,1997-08-01,23144499,98.0,Air Bud,5.3,242,20144499.0,671.4833
6431,5000000,"['Horror', 'Thriller']",241258,tt3216348,9.281,2016-12-01,6341855,91.0,Incarnate,5.3,359,1341855.0,26.837100000000003
6434,24000000,"['Romance', 'Comedy']",70868,tt1742650,9.218,2011-09-16,30551495,89.0,I Don't Know How She Does It,5.3,251,6551495.0,27.297895833333335
6435,20000000,"['Thriller', 'Drama', 'Crime', 'Mystery']",109099,tt1829012,6.016,2012-09-07,713616,100.0,Passion,5.3,243,-19286384.0,-96.43192
6443,11500000,"['Action', 'Science Fiction', 'Thriller']",122857,tt1659343,8.187000000000001,2012-10-04,1402307,114.0,Universal Soldier: Day of Reckoning,5.3,215,-10097693.0,-87.80602608695652
6444,35000000,"['Horror', 'Comedy']",10012,tt0257516,10.227,2005-02-25,19294901,97.0,Cursed,5.3,346,-15705099.0,-44.87171142857142
6445,70000000,"['Crime', 'Thriller', 'Action']",201088,tt2717822,15.754000000000001,2015-01-13,17752940,133.0,Blackhat,5.3,1259,-52247060.0,-74.63865714285714
6446,1500000,"['Horror', 'Thriller', 'Mystery']",284564,tt3835080,9.199,2016-09-15,779820,102.0,31,5.3,447,-720180.0,-48.012
6448,4000000,"['Horror', 'Drama', 'Mystery']",287424,tt1881002,14.895999999999999,2015-05-08,187112,95.0,Maggie,5.3,1059,-3812888.0,-95.3222
6450,5000000,"['Horror', 'Thriller']",227348,tt2473682,10.095,2014-01-01,86362372,84.0,Paranormal Activity: The Marked Ones,5.3,847,81362372.0,1627.24744
6451,55000000,['Comedy'],1792,tt0338466,10.620999999999999,2003-12-10,65784503,119.0,Stuck on You,5.3,387,10784503.0,19.608187272727275
6454,40000000,"['Adventure', 'Fantasy', 'Action']",23047,tt0479997,11.354000000000001,2011-01-07,91627228,95.0,Season of the Witch,5.3,1523,51627228.0,129.06807
6455,40000000,"['Drama', 'Thriller']",867,tt0108162,11.298,1993-05-21,116300000,108.0,Sliver,5.3,292,76300000.0,190.75
6456,2800000,"['Horror', 'Thriller']",10281,tt0095179,8.931000000000001,1988-05-13,19170001,88.0,Friday the 13th Part VII: The New Blood,5.3,463,16370001.0,584.6428928571428
6458,50000000,"['Adventure', 'Comedy', 'Fantasy']",11469,tt0265087,13.343,2001-11-21,33422806,95.0,Black Knight,5.3,641,-16577194.0,-33.154388000000004
6459,12000000,"['Comedy', 'Family', 'Adventure']",13767,tt0452681,10.762,2006-11-01,84500122,98.0,The Santa Clause 3: The Escape Clause,5.3,589,72500122.0,604.1676833333333
6460,2800000,"['Comedy', 'Horror', 'Drama', 'Thriller']",246403,tt3099498,9.61,2014-09-19,1826705,102.0,Tusk,5.3,684,-973295.0,-34.76053571428571
6462,49900000,"['Comedy', 'Adventure', 'Fantasy']",38319,tt1240982,8.019,2011-04-08,26121638,102.0,Your Highness,5.3,807,-23778362.0,-47.65202805611222
6463,80000000,"['Comedy', 'Family', 'Animation', 'Adventure']",41515,tt1302067,10.066,2010-12-17,201584141,80.0,Yogi Bear,5.3,452,121584141.0,151.98017625
6464,52000000,"['Action', 'Comedy', 'Fantasy']",11817,tt0245803,11.593,2003-03-28,37713879,104.0,Bulletproof Monk,5.3,503,-14286121.0,-27.47330961538462
6466,105000000,"['Adventure', 'Action', 'Drama', 'Fantasy']",7840,tt0443649,12.194,2008-02-22,266000000,109.0,"10,000 BC",5.3,1834,161000000.0,153.33333333333334
6467,6000000,"['Drama', 'Horror', 'Thriller']",316154,tt4334266,9.265,2017-06-23,180851,119.0,The Bad Batch,5.3,574,-5819149.0,-96.98581666666666
6468,20000000,['Comedy'],226486,tt2103254,8.873,2014-07-02,100525432,97.0,Tammy,5.3,817,80525432.0,402.62716
6469,42000000,"['Action', 'Comedy']",373569,tt2334871,8.22,2017-05-03,60845711,90.0,Snatched,5.3,546,18845711.0,44.87074047619048
6471,22000000,"['Drama', 'Thriller']",44113,tt1423995,9.825,2010-10-07,9479718,105.0,Stone,5.3,388,-12520282.0,-56.91037272727273
6472,50000000,"['Action', 'Adventure', 'Comedy']",6519,tt0377818,10.385,2005-08-05,110803676,104.0,The Dukes of Hazzard,5.3,631,60803676.0,121.60735199999999
6478,88000000,"['Science Fiction', 'Action', 'Thriller', 'Adventure', 'Horror', 'Comedy']",346910,tt3829266,22.114,2018-09-05,160542134,107.0,The Predator,5.3,2491,72542134.0,82.43424318181818
6479,1000000,"['Thriller', 'Horror']",203834,tt2300975,7.5329999999999995,2014-11-07,23456897,90.0,Jessabelle,5.3,485,22456897.0,2245.6897000000004
6481,24000000,"['Comedy', 'Horror']",43593,tt0464154,15.210999999999999,2010-08-20,83188165,88.0,Piranha 3D,5.3,1190,59188165.0,246.61735416666664
6482,170000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']",8487,tt0120891,13.769,1999-06-29,222104681,106.0,Wild Wild West,5.3,2058,52104681.0,30.649812352941176
6483,25000000,"['Thriller', 'Mystery', 'Drama']",452832,tt6476140,19.48,2019-01-24,14454622,102.0,Serenity,5.3,762,-10545378.0,-42.181512
6485,26000000,"['Comedy', 'Crime', 'Drama', 'Mystery']",338964,tt1798603,8.106,2016-11-23,23229371,92.0,Bad Santa 2,5.3,471,-2770629.0,-10.656265384615384
6486,65000000,"['Horror', 'Mystery', 'Thriller']",3600,tt0130018,8.716000000000001,1998-11-13,40002112,100.0,I Still Know What You Did Last Summer,5.3,847,-24997888.0,-38.45828923076923
6487,28000000,['Action'],10923,tt0313911,10.193999999999999,2003-03-14,58795814,102.0,Agent Cody Banks,5.2,650,30795814.0,109.98505
6489,60000000,"['Comedy', 'Family']",10992,tt0239395,10.985999999999999,2001-07-04,93375151,87.0,Cats & Dogs,5.2,946,33375151.0,55.625251666666664
6490,92000000,"['Action', 'Thriller']",47964,tt1606378,19.253,2013-02-06,304654182,98.0,A Good Day to Die Hard,5.2,4700,212654182.0,231.14585
6491,50000000,"['Action', 'Adventure']",10329,tt0112715,8.441,1995-06-09,152022101,109.0,Congo,5.2,430,102022101.0,204.04420199999998
6494,10000000,"['Crime', 'Drama', 'History', 'Thriller']",339103,tt1801552,11.046,2018-06-14,4343227,110.0,Gotti,5.2,335,-5656773.0,-56.567730000000005
6495,33000000,"['Action', 'Crime', 'Horror', 'Thriller', 'Drama', 'Mystery']",326,tt0417148,15.175999999999998,2006-08-06,62022014,105.0,Snakes on a Plane,5.2,972,29022014.0,87.94549696969696
6496,37000000,"['Comedy', 'Fantasy', 'Science Fiction']",10658,tt0091225,7.541,1986-08-01,37962774,110.0,Howard the Duck,5.2,517,962774.0,2.602091891891892
6499,19000000,"['Comedy', 'Romance']",9413,tt0119896,5.765,1997-01-08,44332015,105.0,Picture Perfect,5.2,204,25332015.0,133.3263947368421
6500,45000000,['Drama'],10802,tt0114436,10.9,1995-09-22,20350754,131.0,Showgirls,5.2,549,-24649246.0,-54.77610222222222
6502,15000000,"['Family', 'Comedy']",10438,tt0106375,8.256,1993-12-14,118243066,89.0,Beethoven's 2nd,5.2,507,103243066.0,688.2871066666667
6503,5000000,"['Horror', 'Thriller']",11361,tt0097474,10.9,1989-10-12,11642254,96.0,Halloween 5: The Revenge of Michael Myers,5.2,519,6642254.0,132.84508
6506,80000000,"['Adventure', 'Science Fiction']",2157,tt0120738,8.67,1998-04-03,136159423,130.0,Lost in Space,5.2,714,56159423.0,70.19927875
6507,10000000,"['Action', 'Adventure', 'Science Fiction']",286567,tt1472584,10.793,2016-10-14,6272403,92.0,Max Steel,5.2,404,-3727597.0,-37.27597
6510,10000000,"['Horror', 'Thriller']",146301,tt2473510,10.988,2015-10-21,78096553,88.0,Paranormal Activity: The Ghost Dimension,5.2,861,68096553.0,680.9655300000001
6518,35000000,['Comedy'],239573,tt2358925,7.89,2015-03-05,14431253,91.0,Unfinished Business,5.2,534,-20568747.0,-58.76784857142857
6523,40000000,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",10336,tt0120177,9.247,1997-07-31,87840042,96.0,Spawn,5.2,653,47840042.0,119.600105
6525,10000000,['Comedy'],9757,tt0477051,12.790999999999999,2007-02-08,159313561,101.0,Norbit,5.2,1115,149313561.0,1493.13561
6528,900000,"['Comedy', 'Horror', 'Thriller']",11811,tt0107387,7.266,1993-01-08,8556940,92.0,Leprechaun,5.2,291,7656940.0,850.7711111111112
6529,150000000,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",19585,tt0436339,10.857999999999999,2009-07-21,292817841,88.0,G-Force,5.2,1071,142817841.0,95.211894
6530,46000000,"['Fantasy', 'Comedy', 'Family']",888,tt0109813,11.437999999999999,1994-05-26,341631208,91.0,The Flintstones,5.2,1433,295631208.0,642.6765391304348
6531,11000000,"['Horror', 'Thriller', 'Comedy']",11284,tt0101917,11.008,1991-09-05,34872033,89.0,Freddy's Dead: The Final Nightmare,5.2,637,23872033.0,217.0184818181818
6532,30000000,['Comedy'],76489,tt0383010,8.23,2012-04-13,54819301,92.0,The Three Stooges,5.2,257,24819301.0,82.73100333333333
6533,50000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",456740,tt2274648,19.32,2019-04-10,44664690,121.0,Hellboy,5.2,1593,-5335310.0,-10.67062
6534,30000000,"['Action', 'Adventure', 'Horror', 'Thriller']",9042,tt0402901,8.217,2005-08-26,15007991,97.0,The Cave,5.2,459,-14992009.0,-49.97336333333333
6537,10000000,"['Horror', 'Thriller']",10984,tt0242998,8.467,2001-02-01,16300000,96.0,Valentine,5.2,277,6300000.0,63.0
6538,35000000,"['Action', 'Drama', 'Crime', 'Thriller']",13051,tt0467197,14.185,2008-10-15,85416905,100.0,Max Payne,5.2,1187,50416905.0,144.04829999999998
6539,65000000,"['Horror', 'Thriller']",100241,tt1418377,13.352,2014-01-22,71154592,92.0,"I, Frankenstein",5.2,1216,6154592.0,9.468603076923078
6540,90000000,"['Adventure', 'Fantasy', 'Action']",37430,tt0816462,14.204,2011-08-17,48795021,113.0,Conan the Barbarian,5.2,1135,-41204979.0,-45.78331
6542,75000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",11375,tt0329717,11.513,2003-06-09,51142659,116.0,Hollywood Homicide,5.2,338,-23857341.0,-31.809788
6543,2000000,"['Comedy', 'Horror']",13121,tt0780622,9.477,2008-01-18,2340110,94.0,Teeth,5.2,401,340110.0,17.0055
6544,2400000,"['Romance', 'Comedy', 'Horror']",244566,tt2581244,8.607000000000001,2014-08-15,88273,90.0,Life After Beth,5.2,383,-2311727.0,-96.32195833333334
6545,10000000,"['Drama', 'Thriller']",329981,tt2582500,9.226,2016-11-11,13082071,91.0,Shut In,5.2,420,3082071.0,30.820710000000002
6546,8000000,['Horror'],10906,tt0105128,8.408999999999999,1992-08-28,17092453,100.0,Pet Sematary II,5.2,238,9092453.0,113.6556625
6551,32000000,"['Comedy', 'Family']",9714,tt0119303,14.257,1997-12-12,79082515,102.0,Home Alone 3,5.2,1722,47082515.0,147.132859375
6553,7700000,"['Horror', 'Drama']",434555,tt5734576,9.421,2018-11-29,41036181,86.0,The Possession of Hannah Grace,5.2,589,33336181.0,432.9374155844156
6554,3300000,"['Thriller', 'Horror', 'Mystery', 'Science Fiction']",243940,tt2918436,9.072000000000001,2015-01-29,64110728,83.0,The Lazarus Effect,5.2,914,60810728.0,1842.7493333333334
6555,20000000,"['Thriller', 'Horror', 'Mystery']",61012,tt0938330,16.476,2012-10-10,52302796,94.0,Silent Hill: Revelation 3D,5.2,900,32302796.0,161.51398
6556,9000000,"['Romance', 'Drama']",86467,tt1440732,7.445,2012-03-09,8303261,102.0,Bel Ami,5.2,344,-696739.0,-7.741544444444444
6557,2000000,"['Horror', 'Thriller']",123103,tt1780762,6.874,2012-09-12,58510,89.0,Aftershock,5.2,201,-1941490.0,-97.0745
6560,60000000,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",11260,tt0765476,7.925,2008-07-08,50650079,90.0,Meet Dave,5.2,845,-9349921.0,-15.583201666666666
6563,45000000,"['Action', 'Thriller', 'Crime', 'Mystery']",94348,tt1712170,9.075,2012-10-18,30353232,101.0,Alex Cross,5.2,462,-14646768.0,-32.54837333333334
6566,3000000,"['Thriller', 'Horror']",234212,tt1841642,9.244,2015-02-12,3387000,83.0,Demonic,5.2,288,387000.0,12.9
6567,80000000,"['Horror', 'Mystery', 'Thriller']",11026,tt0204313,9.137,2004-08-20,78000586,114.0,Exorcist: The Beginning,5.2,394,-1999414.0,-2.4992674999999998
6571,17900000,"['Adventure', 'Fantasy', 'Action']",9626,tt0089893,11.255999999999998,1985-04-09,6948633,89.0,Red Sonja,5.2,420,-10951367.0,-61.180821229050274
6573,12000000,['Adventure'],11231,tt0110657,8.193,1994-07-18,15826984,107.0,The Next Karate Kid,5.2,491,3826984.0,31.89153333333333
6574,50000000,"['Adventure', 'Comedy', 'Family']",102207,tt1723642,8.673,2012-04-03,48600000,105.0,HOUBA! On the Trail of the Marsupilami,5.2,551,-1400000.0,-2.8000000000000003
6575,25,"['Adventure', 'Action', 'Horror', 'Thriller']",11237,tt0366174,11.269,2004-08-26,71,97.0,Anacondas: The Hunt for the Blood Orchid,5.2,478,46.0,184.0
6576,120000000,"['Comedy', 'Drama', 'Romance']",42888,tt1341188,8.168,2010-12-17,48668907,121.0,How Do You Know,5.2,538,-71331093.0,-59.442577500000006
6578,26000000,"['Comedy', 'Action', 'Adventure', 'Family']",17047,tt0358349,9.19,2004-03-12,28818995,100.0,Agent Cody Banks 2: Destination London,5.2,337,2818995.0,10.84228846153846
6579,4000000,"['Thriller', 'Action', 'Crime']",151368,tt2409818,6.595,2014-07-04,100000,101.0,Open Windows,5.2,292,-3900000.0,-97.5
6580,4000000,"['Horror', 'Thriller', 'Science Fiction']",8766,tt0116514,8.699,1996-03-08,16675000,86.0,Hellraiser: Bloodline,5.2,225,12675000.0,316.875
6581,500000,"['Action', 'Science Fiction']",10134,tt0097138,8.027999999999999,1989-04-07,10166459,86.0,Cyborg,5.2,304,9666459.0,1933.2918
6583,12000000,['Horror'],11249,tt0387575,10.466,2004-11-11,24829644,87.0,Seed of Chucky,5.2,722,12829644.0,106.9137
6584,11000000,"['Action', 'Drama']",169209,tt2171867,8.863999999999999,2013-09-03,3639345,94.0,Empire State,5.2,366,-7360655.0,-66.91504545454545
6586,75,"['Horror', 'Action', 'Science Fiction']",9423,tt0120458,8.354,1999-01-14,30,99.0,Virus,5.1,291,-45.0,-60.0
6587,45000000,"['Action', 'Crime', 'Thriller']",13184,tt0814022,14.081,2008-08-21,42487390,99.0,Bangkok Dangerous,5.1,613,-2512610.0,-5.583577777777777
6591,7000000,['Comedy'],26123,tt1407050,12.465,2009-06-18,5021219,93.0,American Pie Presents: The Book of Love,5.1,1069,-1978781.0,-28.268300000000004
6592,68000000,"['Comedy', 'Drama', 'Science Fiction']",301337,tt1389072,9.522,2017-12-22,55003890,135.0,Downsizing,5.1,2265,-12996110.0,-19.111926470588237
6593,40000000,"['Adventure', 'Action', 'Family']",9978,tt0457495,6.4239999999999995,2006-07-21,23937870,93.0,Stormbreaker,5.1,430,-16062130.0,-40.155325
6595,97250400,"['Fantasy', 'Adventure', 'Comedy', 'Family']",2395,tt0463872,10.809000000000001,2008-01-13,132900000,116.0,Asterix at the Olympic Games,5.1,1182,35649600.0,36.657535598825305
6598,8000000,"['Thriller', 'Mystery']",359790,tt4061010,7.96,2015-10-03,16458,90.0,Blackway,5.1,217,-7983542.0,-99.794275
6599,135000000,['Action'],10048,tt0382992,10.132,2005-07-27,76932943,121.0,Stealth,5.1,567,-58067057.0,-43.01263481481482
6602,25000000,"['Thriller', 'Crime', 'Drama']",109091,tt2193215,14.360999999999999,2013-10-25,71009334,117.0,The Counselor,5.1,1183,46009334.0,184.037336
6603,22000000,"['Action', 'Fantasy', 'Science Fiction', 'Adventure', 'Thriller']",11649,tt0093507,8.954,1987-08-07,17336370,106.0,Masters of the Universe,5.1,381,-4663630.0,-21.19831818181818
6605,109000000,"['Fantasy', 'Family']",10588,tt0312528,9.926,2003-11-21,133818283,82.0,The Cat in the Hat,5.1,858,24818283.0,22.769066972477063
6606,2200000,"['Horror', 'Thriller']",9731,tt0089173,8.433,1985-03-22,21930418,92.0,Friday the 13th: A New Beginning,5.1,509,19730418.0,896.8371818181819
6609,35000000,"['Horror', 'Thriller']",243688,tt1029360,19.669,2015-05-20,95437994,93.0,Poltergeist,5.1,1606,60437994.0,172.67998285714285
6611,70000000,"['Comedy', 'Family', 'Romance', 'Fantasy']",10808,tt0240462,11.505,2001-06-22,176104344,87.0,Dr. Dolittle 2,5.1,1024,106104344.0,151.57763428571428
6612,14000000,['Comedy'],243938,tt2637294,9.812000000000001,2015-02-20,12314651,93.0,Hot Tub Time Machine 2,5.1,578,-1685349.0,-12.038207142857143
6614,30000000,"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']",42194,tt0411951,8.484,2010-03-20,967000,92.0,TEKKEN,5.1,379,-29033000.0,-96.77666666666667
6615,13000000,"['Action', 'Fantasy', 'Thriller']",10546,tt0115986,7.36,1996-08-29,17917287,84.0,The Crow: City of Angels,5.1,239,4917287.0,37.82528461538461
6616,18000000,"['Action', 'Crime']",146227,tt2167202,9.436,2013-08-29,10501938,90.0,Getaway,5.1,420,-7498062.0,-41.6559
6617,130000000,"['Science Fiction', 'Action', 'Adventure']",82700,tt1815862,9.741,2013-05-30,243843127,100.0,After Earth,5.1,4578,113843127.0,87.57163615384616
6618,35000000,"['Crime', 'Thriller']",372343,tt1758810,13.7,2017-10-12,43203413,119.0,The Snowman,5.1,1396,8203413.0,23.438322857142857
6619,3000000,"['Horror', 'Thriller']",89691,tt1603257,6.33,2012-02-17,3010,91.0,ATM,5.1,329,-2996990.0,-99.89966666666666
6621,78000000,"['Fantasy', 'Action', 'Crime', 'Science Fiction', 'Thriller']",9480,tt0287978,15.338,2003-02-14,179179718,103.0,Daredevil,5.1,3193,101179718.0,129.71758717948717
6622,60000000,"['Thriller', 'Science Fiction']",8645,tt0949731,13.307,2008-06-11,163403799,91.0,The Happening,5.1,1935,103403799.0,172.339665
6624,20000000,"['Action', 'Thriller', 'Mystery']",77948,tt1366365,8.901,2012-04-04,16863583,93.0,The Cold Light of Day,5.1,518,-3136417.0,-15.682085
6625,60000000,"['Mystery', 'Thriller', 'Horror']",11252,tt0155975,9.3,1998-12-04,37141130,105.0,Psycho,5.1,558,-22858870.0,-38.09811666666666
6627,17000000,"['Comedy', 'Science Fiction', 'Thriller']",4723,tt0405336,7.9,2006-05-15,374743,144.0,Southland Tales,5.1,287,-16625257.0,-97.79562941176471
6628,50000000,"['Family', 'Comedy']",38579,tt1392197,8.823,2010-06-04,83761844,87.0,Marmaduke,5.1,449,33761844.0,67.523688
6629,7400000,"['Horror', 'Thriller']",292280,tt4030600,10.162,2017-01-12,26667197,96.0,The Bye Bye Man,5.1,802,19267197.0,260.367527027027
6630,1000000,"['Thriller', 'Horror', 'Drama']",288158,tt2339741,9.812999999999999,2014-12-30,26501323,90.0,The Woman in Black 2: Angel of Death,5.1,687,25501323.0,2550.1322999999998
6631,35000000,"['Action', 'Comedy', 'Science Fiction']",11918,tt0426592,15.415,2008-03-27,25871834,85.0,Superhero Movie,5.1,984,-9128166.0,-26.080474285714285
6632,5000000,['Horror'],242512,tt1204977,15.154000000000002,2014-10-24,103590271,89.0,Ouija,5.1,1862,98590271.0,1971.8054200000001
6633,200000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",44912,tt1133985,16.137,2011-06-16,219851172,114.0,Green Lantern,5.1,4816,19851172.0,9.925586000000001
6635,75600000,"['Family', 'Comedy', 'Adventure', 'Action', 'Science Fiction']",14113,tt0383060,7.638999999999999,2006-08-11,12506188,83.0,Zoom,5.1,320,-63093812.0,-83.45742328042328
6636,30000000,"['Animation', 'Comedy', 'Fantasy']",14239,tt0104009,7.917999999999999,1992-07-10,14110589,102.0,Cool World,5.1,326,-15889411.0,-52.96470333333333
6638,165000000,"['Action', 'Adventure', 'Science Fiction']",47933,tt1628841,13.605,2016-06-22,389681935,120.0,Independence Day: Resurgence,5.1,4200,224681935.0,136.1708696969697
6640,40000000,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",11158,tt0104437,10.918,1992-07-16,58662452,89.0,Honey I Blew Up the Kid,5.1,659,18662452.0,46.656130000000005
6642,32000000,"['Comedy', 'Family']",9446,tt0119432,7.773,1997-03-04,59927618,97.0,Jungle 2 Jungle,5.1,271,27927618.0,87.27380624999999
6643,5000000,"['Drama', 'Crime']",122081,tt2101441,14.182,2013-01-24,31724284,94.0,Spring Breakers,5.1,2755,26724284.0,534.48568
6644,10000000,"['Mystery', 'Horror', 'Thriller']",43552,tt1452628,11.255999999999998,2010-09-11,1068682,92.0,Vanishing on 7th Street,5.1,297,-8931318.0,-89.31318
6646,112000000,"['Comedy', 'Adventure', 'Family', 'Fantasy']",38745,tt1320261,12.772,2010-12-25,237382724,85.0,Gulliver's Travels,5.1,1462,125382724.0,111.94886071428571
6648,13200000,"['Comedy', 'Family', 'Music', 'Romance']",9037,tt0084021,8.27,1982-06-11,15171476,115.0,Grease 2,5.1,420,1971476.0,14.935424242424242
6649,6500000,"['Comedy', 'Drama', 'Romance']",8998,tt0436331,7.055,2006-09-07,13368437,88.0,Friends with Money,5.1,327,6868437.0,105.66826153846154
6650,8000000,"['Action', 'Adventure', 'Horror', 'Science Fiction']",13256,tt0490181,7.522,2008-08-07,2033165,111.0,Mutant Chronicles,5.1,240,-5966835.0,-74.5854375
6651,1000000,"['Drama', 'Music', 'Romance']",27,tt0411705,13.286,2004-07-16,1574623,66.0,9 Songs,5.1,204,574623.0,57.4623
6654,16000000,"['Horror', 'Thriller', 'Mystery']",13788,tt1139668,8.545,2009-01-09,76514050,87.0,The Unborn,5.1,804,60514050.0,378.2128125
6658,5000000,"['Thriller', 'Horror']",351211,tt1540011,8.736,2016-09-15,45172994,90.0,Blair Witch,5.1,1227,40172994.0,803.45988
6659,25000000,"['Thriller', 'Action', 'Comedy', 'Crime']",11045,tt0316732,9.482000000000001,2004-10-06,36609966,97.0,Taxi,5.1,508,11609966.0,46.439864
6662,2500000,"['Drama', 'Thriller']",263472,tt3605418,14.655,2015-06-26,6341684,99.0,Knock Knock,5.0,1713,3841684.0,153.66736
6671,60000000,"['Action', 'Horror', 'Science Fiction']",8814,tt0419706,13.119000000000002,2005-10-20,55987321,105.0,Doom,5.0,1219,-4012679.0,-6.687798333333333
6676,8000000,"['Horror', 'Thriller']",10007,tt0437179,7.3839999999999995,2006-05-19,18564467,84.0,See No Evil,5.0,334,10564467.0,132.0558375
6678,28000000,"['Action', 'Horror', 'Science Fiction']",10016,tt0228333,9.113999999999999,2001-08-24,14010832,98.0,Ghosts of Mars,5.0,572,-13989168.0,-49.96131428571429
6680,5000000,"['Horror', 'Thriller']",10987,tt0113253,7.6129999999999995,1995-09-29,15116634,88.0,Halloween: The Curse of Michael Myers,5.0,483,10116634.0,202.33268
6681,63600000,"['Action', 'Drama', 'Thriller', 'Crime']",10461,tt0208988,7.997000000000001,2000-10-06,19412993,102.0,Get Carter,5.0,307,-44187007.0,-69.47642610062893
6684,30000000,"['Mystery', 'Thriller']",345923,tt4486986,7.165,2017-08-10,646946,110.0,All I See Is You,5.0,382,-29353054.0,-97.84351333333333
6685,38000000,"['Action', 'Comedy', 'Family']",256961,tt3450650,12.242,2015-04-16,107597242,94.0,Paul Blart: Mall Cop 2,5.0,997,69597242.0,183.15063684210526
6688,10000000,"['Horror', 'Thriller', 'Mystery']",329440,tt3387542,9.947000000000001,2016-01-07,37608299,95.0,The Forest,5.0,1095,27608299.0,276.08299
6689,20000000,['Comedy'],9557,tt0285462,7.992000000000001,2002-10-01,8586376,94.0,Boat Trip,5.0,345,-11413624.0,-57.06812
6690,21150000,"['Adventure', 'Comedy']",9290,tt0231402,6.188,2001-04-12,39438674,92.0,Crocodile Dundee in Los Angeles,5.0,324,18288674.0,86.4712718676123
6692,2500000,"['Horror', 'Mystery', 'Science Fiction']",10676,tt0085636,8.863,1982-10-22,14400000,98.0,Halloween III: Season of the Witch,5.0,597,11900000.0,476.0
